0, 0.00930114181889199
1, 0.006907367613689009
2, 0.017740182541204526
3, 0.017154672290068427
4, 0.021633054784253956
5, 0.01462686921400361
6, 0.014903776917601414
7, 0.008402628402606489
8, 0.012510305711711864
9, 0.006903940511544754
10, 0.012208602519802861
11, 0.009202469294746862
12, 0.010481390846146361
13, 0.024403240959765916
14, 0.020998407552552067
15, 0.013614201416295602
16, 0.011560153559719595
17, 0.021461596455687914
18, 0.007424075411305684
19, 0.019556248238063078
20, 0.010008731648844308
21, 0.01143826608370334
22, 0.006779429198071306
23, 0.028598342522916403
24, 0.007823982223305494
25, 0.005051689500246147
26, 0.015039203160805753
27, 0.00411208569253475
28, 0.01162030604596399
29, 0.01894642905964686
30, 0.006815403205285444
31, 0.013172179315587671
32, 0.0035082040136357
33, 0.00514716982125893
34, 0.009541283488160829
35, 0.03281655423270231
36, 0.011487017866001599
37, 0.020157223303554742
38, 0.008797534218332388
39, 0.010748030363593198
40, 0.019773831241712427
41, 0.010418738576732358
42, 0.010651083507015496
43, 0.014104111918553278
44, 0.00847380349591119
45, 0.011476371686714136
46, 0.002697553202996459
47, 0.009747626256419143
48, 0.011498022623887499
49, 0.006150466608618311
50, 0.008469209628350004
51, 0.016105102121982417
52, 0.019890192491102122
53, 0.016650733933112456
54, 0.01018243107989068
55, 0.013135644906499579
56, 0.007351774365762644
57, 0.004535914002451546
